	params	train_accuracy	train_sensitivity	train_specificity	train_mcc	validation_accuracy	validation_sensitivity	validation_specificity	validation_mcc
5884	{'max_depth': 3, 'eta': 1, 'gamma': 0.01, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.776595744680851	0.7922077922077922	0.7657657657657657	0.5503008165818157	0.525	0.5714285714285714	0.5	0.06822384756298847
8304	{'max_depth': 6, 'eta': 0.3, 'gamma': 0.01, 'subsample': 1, 'lambda': 10, 'colsample_bytree': 0.2, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.8351063829787234	0.8181818181818182	0.8468468468468469	0.661439834126522	0.525	0.5714285714285714	0.5	0.06822384756298847
5279	{'max_depth': 3, 'eta': 0.3, 'gamma': 0.1, 'subsample': 1, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.8181818181818182	0.7297297297297297	0.5389072532474317	0.525	0.5714285714285714	0.5	0.06822384756298847
6096	{'max_depth': 3, 'eta': 1, 'gamma': 1, 'subsample': 0.2, 'lambda': 10, 'colsample_bytree': 0.2, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.6968085106382979	0.7142857142857143	0.6846846846846847	0.3927473238265404	0.525	0.5714285714285714	0.5	0.06822384756298847
5286	{'max_depth': 3, 'eta': 0.3, 'gamma': 1, 'subsample': 0.2, 'lambda': 0.1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7925531914893617	0.8311688311688312	0.7657657657657657	0.587623708552202	0.525	0.5714285714285714	0.5	0.06822384756298847
6120	{'max_depth': 3, 'eta': 1, 'gamma': 1, 'subsample': 0.4, 'lambda': 1, 'colsample_bytree': 0.2, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.75	0.8441558441558441	0.6846846846846847	0.5211830064163457	0.525	0.5714285714285714	0.5	0.06822384756298847
6122	{'max_depth': 3, 'eta': 1, 'gamma': 1, 'subsample': 0.4, 'lambda': 1, 'colsample_bytree': 0.4, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.8457446808510638	0.8701298701298701	0.8288288288288288	0.6899363944641631	0.525	0.5714285714285714	0.5	0.06822384756298847
10526	{'max_depth': 8, 'eta': 0.1, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.7922077922077922	0.7117117117117117	0.49563816778490033	0.525	0.5714285714285714	0.5	0.06822384756298847
4479	{'max_depth': 3, 'eta': 0.1, 'gamma': 0.1, 'subsample': 1, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.75	0.8051948051948052	0.7117117117117117	0.508382984031978	0.525	0.5714285714285714	0.5	0.06822384756298847
4124	{'max_depth': 3, 'eta': 0.1, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.75	0.8181818181818182	0.7027027027027027	0.5124113884796979	0.525	0.5714285714285714	0.5	0.06822384756298847
5808	{'max_depth': 3, 'eta': 1, 'gamma': 0.01, 'subsample': 0.4, 'lambda': 10, 'colsample_bytree': 0.2, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7712765957446809	0.8181818181818182	0.7387387387387387	0.5478612329657148	0.525	0.5714285714285714	0.5	0.06822384756298847
5782	{'max_depth': 3, 'eta': 1, 'gamma': 0.01, 'subsample': 0.2, 'lambda': 10, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.7792207792207793	0.7567567567567568	0.5286072637369045	0.525	0.5714285714285714	0.5	0.06822384756298847
6686	{'max_depth': 6, 'eta': 0.01, 'gamma': 0.01, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7340425531914894	0.7922077922077922	0.6936936936936937	0.47791625512205504	0.525	0.5714285714285714	0.5	0.06822384756298847
6684	{'max_depth': 6, 'eta': 0.01, 'gamma': 0.01, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.8311688311688312	0.7207207207207207	0.5428198833158521	0.525	0.5714285714285714	0.5	0.06822384756298847
5774	{'max_depth': 3, 'eta': 1, 'gamma': 0.01, 'subsample': 0.2, 'lambda': 1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7553191489361702	0.8701298701298701	0.6756756756756757	0.5392829885769256	0.525	0.5714285714285714	0.5	0.06822384756298847
